accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_000177295.1	17	98.03	0.19	1171	g__Bacillus (UID902)	324	0	4344042	84.2456364906	254	1825519	35.4030916633	5156400	RS_GCF_000534935.2	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A anthracis	not type material	none	f	17	17	374189	374189	2994	1	2917	ADFM01000007.1	185988	3	108	ADFM01000019.1	2917	5387	0	100	MAOF01000068.11.2939	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. N35-10-4	20300	20300	t	f	f	73258	73258	Contig	ASM17729v1	n/a	PRJNA42505	SAMN02472182	254	73258	none	2010-6-21	GCA_000177295.1	none	full	none	none	none	0	0	Bacillus cereus SJ1	2184	na	0	none	none	none	none	none	2010/06/21	0	1396	0	SJ1	University of Arizona	699184	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus SJ1	0	5156400	11	8	none	5156400	0	ADFM00000000.1	5577	254	1675	1	1549	2822	0	99.548	4308624	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__cereus	1549	ADFM01000005.1	1549	2861	0	100	MLJX01000020.2996.4551	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis	0	20	100	0
GB_GCA_000177975.2	7	97.68	0.33	693	g__Mycobacterium (UID1816)	300	0	3807844	86.5502493877	316	2824100	65.2849283382	4399576	RS_GCF_000195955.2	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	not type material	none	f	45	8	131295	477352	72039	1	3129	GL545184.1	none	0	none	none	3129	5779	0	100	JKRL01000002.303821.306956	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis TB_RSA162	13689	47307	f	f	t	27326	157731	Scaffold	ASM17797v2	n/a	PRJNA43625	SAMN02595391	316	27326	none	2010-11-30	GCA_000177975.2	none	full	none	none	none	0	0	Mycobacterium tuberculosis SUMu012	3933	na	3	93	8	157731	88180	52775	2010/11/30	223	1773	1	SUMu012	Broad Institute	675523	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium tuberculosis complex;s__Mycobacterium tuberculosis;x__Mycobacterium tuberculosis SUMu012	73762	4399576	11	45	none	4325814	0	ADIB00000000.1	4385	93	72039	1	1529	2824	0	100	1135248	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;s__	1529	GL545184.1	1529	2824	0	100	X58890.622.2157	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis	73762	20	45	0
GB_GCA_000179475.1	2	98.95	0.52	350	o__Lactobacillales (UID374)	191	0	1815302	88.7851034089	154	669029	32.7217548665	2044602	RS_GCF_001435955.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius	not type material	none	f	24	24	71067	71067	3235	1	2911	AEBA01000045.1	3235	1	95	AEBA01000045.1	2911	5376	0	100	NBER01000056.134.3053	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus salivarius	13276	13276	t	f	f	28667	28667	Contig	ASM17947v1	n/a	PRJNA49443	SAMN00017035	154	28667	none	2010-7-19	GCA_000179475.1	none	full	none	none	none	0	1	Lactobacillus salivarius ACS-116-V-Col5a	2121	na	3	none	none	none	none	none	2010/07/19	0	1624	1	ACS-116-V-Col5a	J. Craig Venter Institute	768728	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus salivarius	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus salivarius;x__Lactobacillus salivarius ACS-116-V-Col5a	0	2044602	11	55	none	2044602	0	AEBA00000000.1	2139	154	1726	1	1558	2874	0	99.936	2168897	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__salivarius	1558	AEBA01000145.1	1556	2868	0	99.936	AFMN01000001.961173.962738	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus salivarius NIAS840	0	18	53	1
GB_GCA_000180115.1	340	98.69	2.35	404	g__Clostridium (UID1380)	145	0	4290030	83.7399768926	551	1592244	31.0824826491	5123037	RS_GCF_000145275.1	f	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_K;s__Clostridium_K cellulovorans	type strain of species	LPSN; DSMZ; StrainInfo	f	40	40	153602	153602	3064	1	2900	BABR01000374.1	47304	2	109	BABR01000266.1	2899	5354	0	100	CP002160.124991.127893	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium;Clostridium cellulovorans 743B	9297	9382	t	f	f	41928	41928	Scaffold	ASM18011v1	n/a	PRJNA37295	SAMN00008864	551	41928	none	2010-3-20	GCA_000180115.1	none	full	none	none	none	0	0	Clostridium cellulovorans 743B	0	na	0	none	none	none	none	none	2010/03/20	5	1493	0	743B	Mie University	573061	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium cellulovorans	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium cellulovorans;x__Clostridium cellulovorans 743B	56	5123037	none	0	assembly from type material	5122981	0	BABR00000000.1	4503	546	1685	1	1512	2787	0	99.934	4457669	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__cellulovorans	1512	BABR01000545.1	1503	2776	0	100	CP002160.111560.113062	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 6;Clostridium cellulovorans 743B	56	20	63	0
GB_GCA_000180255.1	0	99.02	0.89	1168	f__Enterobacteriaceae (UID5139)	339	22.22	4096312	86.408745519	422	2465102	51.9995477387	4740622	RS_GCF_000006945.2	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	not type material	none	f	38	38	154264	154264	3362	1	3002	CAAT01000308.1	34560	2	110	CAAT01000379.1	3002	5544	0	100	CAAT01000308.130.3133	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica subsp. enterica serovar Typhi str. E02-1180	11233	11233	t	f	f	38656	38656	Contig	ASM18025v1	n/a	PRJEA28295	SAMEA2271928	422	38656	India	2008-5-14	GCA_000180255.1	none	full	none	none	none	0	0	Salmonella enterica subsp. enterica serovar Typhi str. E02-1180	0	na	0	none	none	none	none	none	2008/05/14	0	28901	0	E02-1180	Pathogen Sequencing Unit, Wellcome Trust Sanger Institute	497974	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;sb__Salmonella enterica subsp. enterica;x__Salmonella enterica subsp. enterica serovar Typhi;x__Salmonella enterica subsp. enterica serovar Typhi str. E02-1180	0	4740622	none	0	none	4740622	0	CAAT00000000.1	5100	422	1745	1	1539	2796	0	99.48	54877	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__enterica	1538	CAAT01000014.1	1538	2841	0	100	AL513382.287479.289020	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica subsp. enterica serovar Typhi str. CT18	0	20	67	1
GB_GCA_000180375.1	0	99.58	0.42	1168	f__Enterobacteriaceae (UID5139)	339	12.5	3963790	86.1600200674	415	2395367	52.067558773	4600498	RS_GCF_000006945.2	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	not type material	none	f	43	43	105930	105930	3358	1	3002	CAAZ01000402.1	3358	2	110	CAAZ01000402.1	3002	5544	0	100	JABZ01000051.216.3242	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica subsp. enterica serovar Typhi str. STH2370	11085	11085	t	f	f	33802	33802	Contig	ASM18037v1	n/a	PRJEA28309	SAMEA2272419	415	33802	Mexico	2008-5-14	GCA_000180375.1	none	full	none	none	none	0	0	Salmonella enterica subsp. enterica serovar Typhi str. E98-3139	0	na	0	none	none	none	none	none	2008/05/14	0	28901	0	E98-3139	Pathogen Sequencing Unit, Wellcome Trust Sanger Institute	496064	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;sb__Salmonella enterica subsp. enterica;x__Salmonella enterica subsp. enterica serovar Typhi;x__Salmonella enterica subsp. enterica serovar Typhi str. E98-3139	0	4600498	none	0	none	4600498	0	CAAZ00000000.1	5058	415	1788	1	1539	2802	0	99.545	54877	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__enterica	1538	CAAZ01000401.1	1538	2841	0	100	APAF01000083.3273.4826	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica subsp. enterica serovar Eastbourne str. CFSAN001084	0	20	65	1
GB_GCA_000181595.1	0	97.51	0.53	1171	g__Bacillus (UID902)	324	20	4413964	84.2267439076	102	1860824	35.5080255537	5240573	RS_GCF_000534935.2	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A anthracis	not type material	none	f	7	7	738469	738469	91658	18	2917	ABCZ02000018.1-#3	19294	14	108	ABCZ02000027.1	2915	5384	0	100	CP009596.3627766.3630683	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus	51378	51378	t	f	f	256990	256990	Scaffold	ASM18159v1	n/a	PRJNA17717	SAMN02436288	102	256990	none	2008-08-12	GCA_000181595.1	none	full	none	none	none	3	0	Bacillus cereus W	5160	na	14	none	none	none	none	none	2008/08/12	0	1396	0	W	TIGR	405917	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus W	0	5240573	11	103	none	5240573	0	ABCZ00000000.2	5319	102	19294	14	1549	2817	0	99.484	4308624	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__cereus	1549	ABCZ02000027.1	1549	2861	0	100	CP010852.311225.312780	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis	0	20	104	0
GB_GCA_000181635.1	0	98.93	0.82	1171	g__Bacillus (UID902)	324	40	4499408	84.1214619467	71	1889829	35.3324655842	5348704	RS_GCF_000534935.2	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A anthracis	not type material	none	f	9	9	468422	468422	65329	17	2918	ABDK02000025.1	8664	14	109	ABDK02000039.1	2917	5369	0	99.897	CP009600.3291949.3294868	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis	75333	75333	t	f	f	213404	213404	Scaffold	ASM18163v1	n/a	PRJNA19955	SAMN02436289	71	213404	none	2008-08-12	GCA_000181635.1	none	full	none	none	none	1	2	Bacillus cereus NVH0597-99	5266	na	15	none	none	none	none	none	2008/08/12	0	1396	0	NVH0597-99	TIGR	451707	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus NVH0597-99	0	5348704	11	104	none	5348704	0	ABDK00000000.2	5472	71	171881	14	1549	2811	0	99.419	4308624	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__cereus	1549	ABDK02000012.1	1549	2850	0	99.871	MLJX01000020.2996.4551	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis	0	20	105	0
GB_GCA_000181655.1	7	98.14	0.58	1171	g__Bacillus (UID902)	324	0	4966778	83.8164427299	66	2067233	34.8854571378	5925780	RS_GCF_000534935.2	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A anthracis	not type material	none	f	9	9	606240	606240	356571	17	2917	ABDM02000003.1	356571	14	108	ABDM02000003.1	2917	5387	0	100	MLKL01000033.1759.4687	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus	89784	89784	t	f	f	218340	218340	Scaffold	ASM18165v1	n/a	PRJNA19959	SAMN02436291	66	218340	none	2008-08-12	GCA_000181655.1	none	full	none	none	none	5	0	Bacillus cereus 03BB108	5892	na	13	none	none	none	none	none	2008/08/12	0	1396	0	03BB108	TIGR	451709	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus 03BB108	0	5925780	11	106	none	5925780	0	ABDM00000000.2	6041	66	137642	14	1549	2817	0	99.484	4308624	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__cereus	1549	ABDM02000013.1-#3	1549	2856	0	99.935	MLJX01000020.2996.4551	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis	0	20	107	0
GB_GCA_000182945.1	185	94.92	1.12	149	k__Bacteria (UID2329)	89	100	1858375	87.7312453293	302	578995	27.3359193305	2118259	GB_GCA_000182945.1	t	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium vincentii	type strain of subspecies	LPSN; DSMZ; StrainInfo	f	44	44	61432	61432	61432	4	2897	AABF01000001.1	10183	5	106	AABF01000071.1	2897	5267	0	99.482	CP007064.1701736.1704641	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium nucleatum subsp. vincentii 3_1_27	7014	7014	t	f	f	14248	14248	Contig	ASM18294v1	n/a	PRJNA1419	SAMN02470057	302	14248	none	2003-1-24	GCA_000182945.1	none	full	none	none	none	0	0	Fusobacterium nucleatum subsp. vincentii ATCC 49256	2250	na	12	none	none	none	none	none	2003/01/24	0	851	0	ATCC 49256	Integrated Genomics	209882	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum;sb__Fusobacterium nucleatum subsp. vincentii;x__Fusobacterium nucleatum subsp. vincentii ATCC 49256	0	2118259	11	43	assembly from type material	2118259	0	AABF00000000.1	2336	302	6326	4	1494	2663	0	98.862	801970	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__	1515	AABF01000111.1	1507	2761	0	99.735	CP003700.603084.604590	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium nucleatum subsp. vincentii 3_1_36A2	0	20	43	0
GB_GCA_000183865.1	811	87.44	0	325	c__Bacilli (UID285)	181	0	1958403	67.8928193677	1378	1061096	38.642359265	2884551	GB_GCA_000183865.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria marthii	type strain of species	LPSN; DSMZ; StrainInfo	f	166	1	22173	2884551	2884551	3	1688	CM001047.1	2884551	1	109	CM001047.1	1420	2601	0	99.718	MKPC01000009.1472534.1475469	Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes	1993	2884551	f	f	t	4723	2884551	Chromosome	ASM18386v1	n/a	PRJNA42849	SAMN01909075	1378	4723	USA: New York	2010-12-15	GCA_000183865.1	none	full	none	forest soil	none	1	3	Listeria marthii FSL S4-120	2963	na	2	none	none	none	none	none	2010/12/15	1378	529731	0	FSL S4-120	Life Technologies Corporation	702457	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria marthii	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria marthii;x__Listeria marthii FSL S4-120	137800	2884551	11	0	assembly from type material	2746751	0	ADXF00000000.1	2597	1	2884551	3	313	579	8.78e-164	100	4341595	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__monocytogenes	688	CM001047.1-#3	313	579	3.03e-163	100	JRFW01000001.1853277.1854927	Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes	137800	14	25	0
GB_GCA_000184085.1	0	98.4	0.39	926	g__Campylobacter (UID3076)	174	0	1584599	92.7249544158	2	522090	30.5508027273	1708924	RS_GCF_001457695.1	f	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	not type material	none	f	1	1	1664840	1664840	1664840	3	3048	CP002029.1-#3	none	0	none	none	3048	5616	0	99.934	CP012690.400171.403222	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni subsp. jejuni	854462	854462	f	f	t	1664840	1664840	Complete Genome	ASM18408v1	n/a	PRJNA47949	SAMN02603201	none	none	none	2010-12-14	GCA_000184085.1	none	full	none	none	none	2	0	Campylobacter jejuni subsp. jejuni ICDCCJ07001	1531	na	9	none	none	none	none	none	2010/12/14	0	197	3	ICDCCJ07001	Dept. of  Diagnosis for Infectious Disease	757425	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter jejuni	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter jejuni;sb__Campylobacter jejuni subsp. jejuni;x__Campylobacter jejuni subsp. jejuni ICDCCJ07001	0	1708924	11	44	none	1708924	0	none	1855	2	1664840	3	1510	2761	0	99.669	11214	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	1510	CP002029.1	1510	2789	0	100	AIOA01000069.795.2308	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni subsp. jejuni LMG 23216	0	20	44	1
GB_GCA_000184805.2	0	99.15	1.45	926	g__Campylobacter (UID3076)	174	81.25	1612173	92.9818895099	71	527063	30.398296976	1733857	RS_GCF_001457695.1	f	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	not type material	none	f	11	11	110434	110434	5040	4	3049	ADHK01000023.1	none	0	none	none	3049	5631	0	100	ADHK01000023.1930.4983	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni subsp. jejuni DFVF1099	24420	24420	f	f	t	56141	56141	Contig	ASM18480v2	n/a	PRJNA41639	SAMN02469773	71	56141	none	2011-01-03	GCA_000184805.2	none	full	none	slaughterhouse	none	0	0	Campylobacter jejuni subsp. jejuni DFVF1099	1949	na	5	none	none	none	none	none	2011/01/03	0	197	1	DFVF1099	Faculty of Life Sciences, Department of Food Science, University of Copenhagen	691336	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter jejuni	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter jejuni;sb__Campylobacter jejuni subsp. jejuni;x__Campylobacter jejuni subsp. jejuni DFVF1099	0	1733857	11	10	none	1733857	0	ADHK00000000.1	1954	71	5040	4	1133	2087	0	99.912	11214	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	1133	ADHK01000023.1	1133	2093	0	100	AINN01000052.431.1947	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli LMG 23341	0	20	43	1
GB_GCA_000184825.2	1	97.91	3.11	926	g__Campylobacter (UID3076)	174	55.88	1681250	92.9754008519	333	549765	30.4027655116	1808274	RS_GCF_001457695.1	f	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	not type material	none	f	64	64	32603	32603	5371	4	2900	ADHL01000284.1	none	0	none	none	2900	5356	0	100	MLDP01000003.456540.459463	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni subsp. jejuni	5430	5430	f	f	t	9511	9511	Contig	ASM18482v2	n/a	PRJNA41641	SAMN02469772	333	9511	none	2011-01-03	GCA_000184825.2	none	full	none	slaughterhouse	none	0	0	Campylobacter jejuni subsp. jejuni 305	2243	na	8	none	none	none	none	none	2011/01/03	0	197	4	305	Faculty of Life Sciences, Department of Food Science, University of Copenhagen	691337	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter jejuni	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter jejuni;sb__Campylobacter jejuni subsp. jejuni;x__Campylobacter jejuni subsp. jejuni 305	0	1808274	11	17	none	1808274	0	ADHL00000000.1	2261	333	5371	4	1510	2778	0	99.868	11214	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	1510	ADHL01000284.1	1510	2789	0	100	AIOG01000002.4249.5765	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni subsp. jejuni LMG 23269	0	20	39	1
